feature,importance
ederken,-0.04457077200516579
düzeltilmesi,-0.04462423474193855
açıdan,-0.04478425619447712
mahkemesince verilen,-0.04486786697141554
danıştay,-0.04496536500967441
gerektiği belirtilmiştir,-0.045189708056401656
ti,-0.045209157305807324
koyma,-0.04532470506293862
31,-0.045364386190841266
hukuken,-0.04571776522075588
görüşme,-0.04613722776997342
asıl,-0.046600652497360784
39,-0.04703384615379136
aktif,-0.047084835138669234
esasına,-0.047104548954980174
kaldığı,-0.04721448917092985
52,-0.04731318098444426
ali,-0.04733218120816396
28,-0.04750841128204364
gizlilik,-0.04761036649968986
yolunun,-0.04785033143075523
15 2017,-0.04789430197880229
sahiplerine,-0.04791780275961166
2008 2008,-0.04835903309533407
talepleri,-0.04862794759723599
savunma,-0.048688636253263695
bulunmak,-0.04897212641796145
başvurma,-0.04901516201184819
kurum,-0.049075281361362855
olduklarını,-0.04937216693890356
haricinde,-0.04951872725089679
edilmeden,-0.0496162583149129
yaralama,-0.04968872893126175
tarihinden,-0.04973937024097452
yapılıp,-0.04996232288657154
mehmet,-0.05002313512276935
resmî gazete,-0.050163626499854175
sözleşmesi sözleşme,-0.05089051086152807
tebliğ edilmiş,-0.051295284608906755
işlemek amacıyla,-0.051672684189044915
cenaze,-0.051681922282682535
yılından,-0.05168272360743664
duruşmaya,-0.05177929401994774
geniş,-0.0519038669132712
kalmak,-0.05204998500836844
elektrik,-0.05205422553647843
uygulanır,-0.05212880485315807
itibar,-0.05215198934283016
usul yasaya,-0.0522140082374456
muayenesinde,-0.05230074159030096
yoluyla,-0.05236400962627741
uyuşmazlıklar,-0.05245556575790289
2577 dari,-0.05254306604245684
astsubay,-0.052606460891365
şikayet,-0.05268016247640972
çocuğun,-0.05271833485766031
cezasına hükmolunur,-0.053007038268763296
disiplin kurulu,-0.053018930381945495
ltd,-0.053040806738547275
26,-0.05330620842619638
yapılmadığı,-0.05349367190311938
baba,-0.053598297241737924
su,-0.05387211476938525
ihlali,-0.05389856404040039
çıktığı,-0.054259804440423665
valilik,-0.05450072502159742
70,-0.054574538788081384
davası açmıştır,-0.054585227361518385
edilmesinin,-0.05459358320242558
onanmasına,-0.054594890578611555
25 2018,-0.05493984442889044
giderleri,-0.05518167475472424
yazı,-0.0552318178124267
devlet güvenlik,-0.055436245811677054
16,-0.055449341874551195
getirilmesi,-0.05560001554953509
süreler,-0.055838209918785964
bilimsel,-0.05595157834499531
sahibine,-0.05595537222249902
engelli,-0.05603919752859632
ulaşılmıştır,-0.056192899041953126
varmıştır,-0.056204905313217424
unsuru,-0.05626298139888064
araçların,-0.0562933834236361
gerektiren,-0.056428725386048484
daki,-0.05660648555140568
kısmının,-0.05663424653108606
köyde,-0.056844236804652226
kesin,-0.05710077265366209
iptaline,-0.057149904922090045
temyiz yoluna,-0.057150953715733976
zmir ağır,-0.05732614156226745
ili,-0.05752160705839593
sözleşme ye,-0.05752931057266508
elde,-0.057551499745879475
nun,-0.05758243219292325
sabit,-0.057784943711995496
lişkin,-0.05794051385855248
ikinci,-0.058199159030839276
bildirmiştir bakanlık,-0.05829139721823218
vermek,-0.05890386538532333
belirtilmiştir,-0.05892530740205615
mesai,-0.05909397395386229
tür,-0.05910227612461938
bulunmuştur formu,-0.05918249773913686
nfaz kurumunda,-0.05943816503331689
süre içinde,-0.05951799165145388
tekirdağ,-0.05977630759831065
tüzük,-0.059866792318437945
mahkemesine sunulan,-0.059982269442663494
rapora,-0.060470687137758716
talebinde,-0.060906501990668716
eşyanın,-0.06094133623636999
incelendiğinde,-0.06124803855888139
yasa dışı,-0.061516369168472806
imza,-0.06178969727316819
işyerinde,-0.0620262508886249
komisyon başvurunun,-0.0625312206165276
türk kanununun,-0.06257993534485351
olmasının,-0.0628514746103015
işlemde,-0.0630745184134458
bilirkişi raporu,-0.06311601333576178
ilan edilen,-0.06313987158680945
kusur,-0.06316178304058617
yardım,-0.06319884574692924
duruma,-0.06359325540415917
reddedilmesi,-0.06359485831413991
cümle,-0.06376129681011733
mahkemesinde mahkeme,-0.06397561078271963
tazminat davasının,-0.06397916310537077
hizmet,-0.06411772262505355
demir,-0.06446714716080137
haklarını,-0.0647405140339341
sözü,-0.06525311244472576
yazısı,-0.06533945160748011
maddesi kapsamında,-0.06539485799176603
64,-0.06584413209626305
bilgilerinin,-0.06588529370323037
16 2018,-0.06630217385761483
gerçekleşmesi,-0.06660156691994601
97,-0.06669385641567338
yayımlanan,-0.06676196686395564
taksim,-0.06677645992313863
kovuşturmanın,-0.06710707558034024
yargılama sonucunda,-0.06726990925552556
nedenle,-0.06735806649449039
bozulmasına,-0.06737380104988588
günlük,-0.06775530779939665
26 2004,-0.06788243719958587
gerektiğinin,-0.06796414363834025
nüfus,-0.06810779692572666
reddine,-0.06821935043149008
raporun,-0.06850143416271948
gönderdiği,-0.06858699943350643
süre,-0.06864416905660864
bölge adliye,-0.06873654510064497
kısmın,-0.06880858359076392
yol,-0.06881723252598704
korunması gerekli,-0.06887315040146902
tazminat davası,-0.06922191931748323
söz konusu,-0.06924461975405904
belirttiği,-0.06932432336523497
kayseri,-0.06937327636980228
düzenlenmesi,-0.0699093781954474
tebliğ tarihinden,-0.06994431353870567
varlığının,-0.0700068202205415
tespit,-0.07007850186195785
17 2018,-0.07031969844997477
sağlamak,-0.07032529543005239
manevi tazminata,-0.07063853442970469
posta,-0.07077429806500035
mesaj,-0.07088309612738719
aykırı,-0.07119922754667218
zorunlu,-0.07122752493618734
hükümlü tutukluların,-0.07123408649183283
söz,-0.07151047594413207
iyi,-0.07154170350734645
talebini reddetmiştir,-0.0716609249559852
nfazı un,-0.07217263616681535
42,-0.07220152878846697
memuru,-0.0722677865430068
kadın,-0.07254582064194359
mersin,-0.07255500342442822
hakim,-0.07266909124450649
kararları,-0.07291032698659983
süreçte,-0.07305323070714742
kinci,-0.07313572840160276
bahse,-0.07320045573738909
bursa,-0.07346161369970083
şartıyla,-0.07360526233029319
kapalı nfaz,-0.07360926507775645
propagandası,-0.07361547343237262
kaldırılmasına,-0.07371435951348992
aksi,-0.07371521329004516
güvenlik tedbirlerinin,-0.07377165299344846
gerekçesiyle,-0.07379343426499752
aşımı,-0.07407688236686205
çtüzük,-0.07424596741700995
işlem,-0.07441504840857682
itiraz,-0.07443814217870859
değiştirilmesi,-0.0745081415139861
bahse konu,-0.07452364320037574
sivil toplum,-0.07524015050623767
belgelerde,-0.07532763017435506
döneminde,-0.07532968525863915
dairesi daire,-0.07545696360181431
yapılır,-0.07552187773942798
görüşünü bildirmiştir,-0.07555731691509315
incelenen,-0.07566249222531063
sorun,-0.07568045627036746
15,-0.07578487405242917
talebinde bulunmuştur,-0.07590035883113622
fiziksel,-0.07590038552174683
beyanına,-0.07598567967000847
memurlarının,-0.07598575007008179
resmi,-0.07599967224884452
görüşüne karşı,-0.07605794490150508
görülmemiştir,-0.07623312681324279
itibaren,-0.07656700497314528
yönetmelik,-0.07659245384777158
düzenin,-0.07671521459000097
katkı,-0.07672125033456467
1982,-0.07697995912719513
gerekçesinin kısmı,-0.0774205029566577
bölge dare,-0.07744083879139207
75,-0.07754316530781225
olmadığının,-0.07762184052441157
hükümlerine,-0.07762855675931313
devam ederken,-0.07772971268699713
ayrı ayrı,-0.07779868575894255
her iki,-0.07797375835071207
bildirim,-0.07799364143838972
kaynaklı,-0.07845503290518252
hesabından,-0.07892381278736416
verilmez,-0.07903351073883691
altmış gün,-0.07947895358064017
765,-0.07952452605126048
maddesinde,-0.07964869891768078
hesabına,-0.07987044242096886
kısım,-0.07987423620660472
miktarının,-0.0798866533726823
13 2004,-0.07999095216154117
gelmesi,-0.08009772792105352
konuya,-0.08018355313838121
kaydının,-0.08037610461858335
saklı,-0.08047563292937454
gerçekleştirdiği,-0.08083584591765636
tazminat ödenmesine,-0.08109672095388731
kararın,-0.08118248703777553
çocuğu,-0.08151220912390933
elektronik,-0.08198450285581416
zira,-0.0820311988995126
görüşüne,-0.08206629969744661
getirilmesini,-0.08208793224030231
bulunmadığı,-0.08215010779307796
yüz,-0.08221937675397051
mahkemesine sunmuştur,-0.08242052814192036
reddine kesin,-0.0827023233803974
ağrı,-0.0827132898084102
batman,-0.08277683660938884
kuruma,-0.08284870557539392
ölçüde,-0.08290210698683964
karşı,-0.08298404932215409
dönemde,-0.0830561840524009
nihai başvurucuya,-0.08330150427621419
muhalefet,-0.0833269843567237
57,-0.08340511449686439
maddenin birinci,-0.08356186269742771
olması,-0.08375983296832867
görev yaptığı,-0.08421137330467765
talebinde bulunmuş,-0.08425241995578858
23,-0.08430480350163805
işlenmesi,-0.08435332642694426
şanlıurfa,-0.08444982485464791
teftiş,-0.08465335388503803
4721,-0.08477524955196536
beş,-0.0849713206886511
idari para,-0.08520279704805223
cinsel,-0.08545529371965799
başladığı,-0.08558714536155954
tapuda,-0.08594352415586926
talebi,-0.0865418711762942
duruşma,-0.08663657434827776
konya,-0.08675594979339607
dosyada,-0.08677330907404546
komisyonuna,-0.08688233858611127
ilkesinin,-0.08729218319757237
stanbul asliye,-0.08754612702995956
incelenerek,-0.08756415565050979
hükümleri,-0.08757219605132427
gücü,-0.08781650715704181
fiili,-0.0879627835593233
hükmedilen,-0.08827050762710087
talya,-0.08846428750539026
örgütü propagandası,-0.0885518131004357
edilemeyeceği,-0.08855439587260605
93,-0.08867962670062113
gazete,-0.08881701074214732
hagb,-0.08881783707317936
mücadeleden doğan,-0.08888420828706245
işleri,-0.0888867498562238
düzenlendiği,-0.08899256285011603
18,-0.08934900144375746
olduğunun,-0.08983409414515897
aynen,-0.08986256048600438
itirazının,-0.08995237320943161
süre aşımı,-0.09005605988654786
bd no,-0.09012695624763722
98,-0.09014751012524869
düzenlemeler,-0.09021578820973097
maddesinde belirtilen,-0.09024595548055991
örgüte,-0.09074417130042
takibi,-0.09074960051660952
bulunma,-0.0908629294120118
iddia edilmiştir,-0.09105426730606858
hükmedilmesi,-0.09110168482952474
1999,-0.09114127395571714
ortadan,-0.09147475859059373
personeli,-0.09151550202594372
bankacılık,-0.09178837209461932
bakanlığın,-0.0919313627270455
bulunulduğu,-0.09204196708328283
kesin reddedilmiştir,-0.09208900799178288
tabi,-0.09224587900936143
adına,-0.09225720517772462
boyunca,-0.09237078685391786
bulunmadığını,-0.092378700175205
kanununun,-0.09246493256295629
tarihleri,-0.0924817017027344
iadesi,-0.09251869521264311
üniversite,-0.09258970687886325
uyuşmazlık,-0.09262484130701942
gereklidir,-0.09270873907805388
küçük,-0.09319535351850128
durumları,-0.09372400559864325
ders,-0.09384175411365803
yürürlükten,-0.09388249755947342
eylül,-0.0943487241867178
maddesi,-0.09455147069691616
bölge,-0.09457098843537093
cm,-0.09459667757092127
karşısında,-0.0946765591768326
olup olmadığının,-0.09468828918103611
birer,-0.09487654722358485
hükmün,-0.09512304894794354
kullanımı,-0.09513259439109589
kişiye,-0.09517182374017708
görüldüğü,-0.09593216366149449
avukat,-0.09599862401501724
ettikleri,-0.09604211604454349
yaşandığı,-0.09612104306047264
yapmakta,-0.09644910521225114
fıkrasında,-0.09663417410094155
adliye,-0.09668886633614004
birinci bölüm,-0.09712191628423206
verilecek,-0.09730813213232103
başvurucuya tebliğ,-0.09739809218951656
yağma,-0.09743702728065173
88,-0.09813228341751845
ip,-0.09847757636133991
hükmünün,-0.09880442508853626
iddia ettiği,-0.09892753835399759
bunlar,-0.09897159660015475
birini,-0.0989817214158677
engellemek,-0.09924663980767434
28 2015,-0.09951519209212556
sözü edilen,-0.09987794516646886
olabilir,-0.1000209194572772
bununla birlikte,-0.10004513163714002
gösterilmesi,-0.10022300928959815
14,-0.10058949106265302
değerlendirilmiştir,-0.10062111647946814
oldukları,-0.10090834156599371
karşı suçlar,-0.10092905935156793
etmesi,-0.10100082278143852
33,-0.10104798160982043
görevli,-0.10108324763532028
olmadığı,-0.10118256301308559
adli para,-0.10121623083363573
slogan,-0.10123286016727384
ardından,-0.10139357803291205
davayı,-0.1014109016113558
gösterir,-0.10236133209352793
04,-0.10236540978583974
iddianamesiyle,-0.10241646063848009
veri,-0.10241754818483528
kanaat,-0.10280447881661559
toplum,-0.10304098871557166
parçası,-0.1030804471961222
doğrultuda,-0.10313116834496583
kararının,-0.10334196424038833
yapmak,-0.10337771311176702
polislerin,-0.10351864268152866
nezdinde,-0.10356633961365169
2004 5275,-0.10361567503632152
askerlik,-0.10371885248846802
özgürlüğü,-0.1037830339455521
verebilir,-0.10387808509714702
davacıya,-0.10391551243578867
23 2018,-0.10398467028428016
gecikme,-0.10405781854982976
21,-0.10424284459668343
25,-0.10443580649180983
gördüm,-0.10444137861950686
nedenlerle,-0.1045954353579237
reddetmiştir,-0.10495402580470437
yönüyle,-0.10498543813661776
idi,-0.10502900739757415
para,-0.10527283257406417
ihbar,-0.1054807789101222
nun maddesinde,-0.10557164452093915
bendinde,-0.10567973657992447
görüldü,-0.10641531012733907
türk kanunu,-0.10675568617445919
benzeri,-0.10705193416302627
dile,-0.1072470756364865
kendisine,-0.10763206413675075
eş,-0.10766154154691954
özellikle,-0.10788073524192399
eki,-0.10820342198091382
tedbirlerinin nfazı,-0.10845537751083256
yasal,-0.1085167943485228
para cezası,-0.10895573859828911
83,-0.10896858522599118
stanbul ağır,-0.10925552834723984
başvurucuya,-0.10945713660823753
hâkimliğine,-0.10949589309843866
süreci,-0.10959680076123668
uyan,-0.10973795946176246
zorundadır,-0.11005822878455085
yeterli,-0.11011835034583761
terörle mücadeleden,-0.11054421542325166
yapmış,-0.11065083897370442
bununla,-0.11065595581900567
gerek,-0.11067254530987292
işlemlerine,-0.11069595294891243
sonunda,-0.11073839182406608
23 2016,-0.11074018122700302
kendini,-0.11083544246704768
teşvik,-0.11086599848932721
derneği,-0.11095999377596755
olmasına,-0.11118389719558408
gerçek,-0.11152207449235974
tazminata,-0.11178780797015975
ek cümle,-0.11183129567431749
başvurarak,-0.11219174580244307
ismini,-0.11233781618104821
bendi,-0.11255582347989979
milli,-0.11263953909632995
hazır,-0.11264139291533226
2018 tebliğ,-0.11269017966180073
zorunda,-0.11277955804005302
ifadelerin,-0.11299663796688009
evde,-0.11301933827303579
mütalaa,-0.11311086049783015
2004 tarih,-0.11314471889746436
vermiştir kararın,-0.11341534815169929
değerlendirme,-0.11347371640428605
dinlenmesi,-0.11351971159202989
ankara asliye,-0.11358350381840232
kullanmak,-0.11434055730190273
vurgu,-0.11459052734467434
cezasını,-0.11471700995517153
suç işlemek,-0.11477742853015371
kurallarına,-0.11509575023469587
aile,-0.11511309772508582
her,-0.11518163694863759
gerekçelerle,-0.11529644161960206
akp,-0.11536610787784518
08,-0.11538405573880084
maksadıyla,-0.1155291278352415
kamu kurum,-0.11557929579697301
kasım,-0.11601888027733587
eylemlerden,-0.11612316699330982
atılı suçu,-0.11621761372512296
kesinleşmiş,-0.11657515397973306
boşanma,-0.1165821834577283
devir,-0.11664777886821831
49,-0.11671324624396462
eşit,-0.11698006605811884
fıkrasının,-0.11705209671446681
açıldığı,-0.11719761732681278
değildir,-0.11727008206936951
nın maddesinde,-0.11743318658735014
926,-0.11756590882714235
ağır mahkemesince,-0.11764511957258073
işlemek,-0.11766018203774031
tarihlerinde,-0.11801112414399739
genel müdürlüğüne,-0.11824188525368129
vergi,-0.1182951526335474
yaralanmıştır,-0.11844437090887894
kinci bölüm,-0.11895281046058415
somut,-0.11907631799041596
inceleme sonucunda,-0.11908516787015877
taşınmaza,-0.11929033996006844
cemaat,-0.11953658788955757
bilerek,-0.11971854442529306
etmek,-0.11985800351382014
şube müdürlüğü,-0.11992782369693167
talep etmiştir,-0.12029909029544594
2011,-0.12059434533766655
kanunun,-0.12061574369236716
tamamen,-0.12082029502261982
kaldırılmasını,-0.12089325608868684
bunu,-0.12117487722640341
güvenlik,-0.12174388723425711
hayatı,-0.12175003037521215
ikamet etmektedir,-0.12196270176854718
tazminat,-0.12202977939252424
kararıyla,-0.12203164610217065
çıkarılması,-0.12214748878853321
anayasal,-0.12228648926410024
genel,-0.12235577004068432
aynı,-0.12255441715715332
müzahir,-0.12258257326030986
mücadeleden,-0.12288852873001055
görüntü,-0.12340192752255952
gümrük,-0.12351699026123164
ilk,-0.12353464642463408
görüşünü,-0.12357810292593463
üniversitesi tıp,-0.12371642633025637
olayda,-0.12381513492621998
temyiz dilekçesinde,-0.1242622516923042
tl,-0.12446776305678764
bulunması halinde,-0.12459532054692346
kanuni,-0.12474095968222443
lu,-0.12474809273698284
bünyesinde,-0.1252164406440439
kendisinden,-0.12527496081553835
hükmolunur,-0.12532747500231878
no lu,-0.12540224453643845
işlemlerin,-0.12560133809721918
genel müdürlüğü,-0.12565193242114603
sınav,-0.12585851356161193
hükme,-0.12594556599957052
üzerinde,-0.12596231992361595
yararına,-0.12598132662019523
geri bırakılması,-0.12623688437361835
bakanlık görüşünü,-0.12627643747257267
hususunda,-0.1264401813073679
gelmiştir,-0.12648085493608185
olacağı,-0.1264937980496903
tutanak,-0.12649712121858947
asgari,-0.12680059536218558
birinin,-0.12692514997503324
ileri sürmüştür,-0.1270435015002196
50,-0.12705690725042196
görülmesi,-0.12710767568632697
mahkememizce,-0.1271484155640259
ilçesi,-0.12716703072975122
beyanının,-0.12759960404917514
esastan reddine,-0.12792755092271335
esas alınan,-0.12816214033660245
birkaç,-0.1284104513592954
tarihe,-0.12842034266737912
34,-0.1285380854725684
56,-0.12905787592697493
asayiş,-0.12909711414678782
olup olmadığını,-0.1292019529161177
sonucunda,-0.12927253132873862
renkli,-0.12934378601689822
kamera,-0.12943997205292312
yılına,-0.12957748222313725
yoluna,-0.1297011760190827
tespit edilmiştir,-0.12971243272797572
nceleme,-0.129783967065368
nfazı,-0.12985521452522164
millî eğitim,-0.13012329934572797
devlete,-0.13014477271895686
beyanlarının,-0.13027510047302648
haksız,-0.13031625596960072
bağı,-0.13034486889396568
konusunda,-0.13050303664546625
çocuk,-0.13061527758226
bd,-0.13072922749580762
gereği,-0.13096391284370235
daire,-0.13098010123963988
isabetsizlik,-0.13112184233880164
hususları,-0.131167287702608
un numaralı,-0.1312944270488412
tasfiye,-0.13131852618850814
üçüncü,-0.13152968024744105
kısmını,-0.1317581472506273
erzurum,-0.13223205622087697
formları,-0.13226996071017005
olmak,-0.1325654035478303
uygun,-0.13259911473298658
silâhlı,-0.132792597737442
dilekçesinin,-0.13280677688139875
ifadelerinin,-0.13281254474592785
hatta,-0.1328474068195078
üzere toplam,-0.13290885575150746
tarafa,-0.13307984045666288
şekilde,-0.13308066176557176
gerektiğine,-0.1334218726693699
değeri,-0.1334598205178068
sağlamak amacıyla,-0.1334629330866477
radyo,-0.13398707480251737
bunun yanında,-0.13402975465712252
anlaşılmakla,-0.13422182622540468
kanunla,-0.13450207467811381
kanaatine varılmıştır,-0.13458036013479102
500,-0.13460423078690198
vekiline tebliğ,-0.13462569922562473
mevcut,-0.1348722496512087
komutanlığı,-0.1349702695041941
yayımlanarak yürürlüğe,-0.13507910588043082
olduğuna dair,-0.135197041015088
talep,-0.13524270845470454
anne,-0.13532461202683876
in,-0.13535337620160792
maddesi gereğince,-0.13560009860994882
sebebiyet,-0.13604888403659032
gerekçesinin,-0.13609037997035678
alınır,-0.13611623198133316
verildiği,-0.1362321690836792
sürecinin,-0.13646525639512674
meslek,-0.13683955747904264
dolayısıyla,-0.13700527472766666
bulunmaktadır,-0.137192829624599
ifadesine,-0.13721437321700236
köyünde,-0.13727834904266345
gerektirdiği,-0.1373915887350936
kamu davası,-0.13742201362981543
haklar,-0.13751816782052728
nitelikli,-0.13769325981939673
kararlar,-0.1378003937514336
bulunup,-0.13783550592607519
maddesine,-0.13794541947279626
şirketi,-0.13798528457586556
göz,-0.13813339069594832
yargıtay dairesi,-0.1383017528287196
kararına,-0.1385031579598346
tic,-0.1385988481557483
beni,-0.13882893392067963
40,-0.13883621007905944
62,-0.1389783700306353
hazine adına,-0.13900042756270814
mahkûmiyetine,-0.1391374649083108
askeri,-0.13949982096178104
önünde,-0.13959403315431906
ilçe,-0.13983644911836635
askeri yüksek,-0.1398584097222315
açısından,-0.13992642220046747
işlemi,-0.1399691524164206
kurul,-0.1402292879891185
bilgiler,-0.14064611490738166
beyanda bulunmuştur,-0.14072752004679678
olmakla birlikte,-0.14090325590971808
olduğunu,-0.14100054841938192
türk,-0.14104960389459986
aykırılık bulunmadığı,-0.14112322468795568
keşif,-0.1411283915069248
kanaatine,-0.1414061169981924
ifa,-0.14144376623689503
80,-0.1415012782889029
olunur,-0.14175652801504057
aykırılık,-0.14208169514814095
hale,-0.14252026212110636
19 2018,-0.14261525382723583
vefat,-0.14283737243497896
buna,-0.14302964062780532
sebeple,-0.14311127370113752
hm in,-0.1431649946283553
talep edilen,-0.14325882082892782
dairesi,-0.14349150504610186
örgütlerinin,-0.14365639275844266
şekli,-0.14404937709038812
nci,-0.14421919918926207
son,-0.14432912991656188
hitaben,-0.14445527799569113
müdafi,-0.14450674281151876
değerlendirildiğinde,-0.14451416700452668
bildirmiştir,-0.14458570122922332
koşuluyla,-0.14464130625926686
kamu düzeni,-0.14496924919637522
eski,-0.14498399456727462
fıkranın,-0.145004845737299
kayıtlarına,-0.14505485023299514
no 2015,-0.1452675638393881
bulunduğundan,-0.14530925479840562
hâllerde,-0.1454135808562249
şubat,-0.14573633299896294
reddine vermiştir,-0.1457701445158337
kurumunun,-0.1458788460230771
yetkisine,-0.14590623493618793
ibraz,-0.14609709959943373
kurulunun,-0.14612639189069476
anonim,-0.1461276132553504
sürekli,-0.14627525087253979
sunulan görüş,-0.14630436321398754
lu protokol,-0.14660511338921722
karşın,-0.14667894400013815
dairesince,-0.1467414272828833
bölüm üçüncü,-0.14686828235665317
orman,-0.14696457133182328
bedelin,-0.14707246735359192
olay,-0.14734147601315506
yükümlülüğünün,-0.14735860759739872
bildirmiştir bakanlığın,-0.14777733876609211
birlikte değerlendirildiğinde,-0.14792264267774513
kararın kısmı,-0.14802261482978984
05,-0.14826865183480464
dışındaki,-0.1483539254948809
hukuka,-0.1490324217179113
kurumda,-0.14929683960322038
ifadesi,-0.14960702477542043
durumunda,-0.14965320435171847
istemini,-0.14972401899169618
aksine,-0.1497594973238261
hâle,-0.14977512046794317
yazıda,-0.14992343547786646
tebligat,-0.15001631538164872
işleme karşı,-0.15042037804541764
etkin,-0.15049018144018333
yukarıdaki,-0.15075998551130354
sürmüştür,-0.15077114504235922
sınırları,-0.15077557720348267
edilen,-0.1512786948026834
sebebi,-0.15139877041150918
verilmediği,-0.15142859380878093
denetimi,-0.15154321895595402
yaparken,-0.15183885066879554
cezalarının,-0.15193201224124664
polis memurlarının,-0.15196174483141256
dilekçede,-0.15204071218363246
öncesinde,-0.15226174635854406
alanında,-0.15249383036263708
attığı,-0.15253070881368913
daha önceden,-0.15266767223736188
direnme,-0.15269083467769562
olumlu,-0.15283570856761486
yetkilidir,-0.15299606103609342
itibariyle,-0.1530460573447705
tekrar,-0.15305923913035002
gereken,-0.15306062241273644
anda,-0.15326217273866938
iken,-0.15329987066619033
hususta,-0.15333357470654896
olağanüstü hâl,-0.15337017901575578
sorumlusu,-0.15346899194501518
yükseköğretim,-0.15350893980163782
iddia etmiştir,-0.15357001181341623
hayatına,-0.15363960915266617
rızası,-0.15370042869224143
oranı,-0.15386669929283237
kuruluşlarının,-0.15392976141112946
şiddete,-0.154332997997237
görülen,-0.15441901107948297
ettiğini,-0.15464647589759206
sağlık kurulu,-0.15488756902206902
yoksun,-0.15493843466436452
açık,-0.1550396842186199
açmış,-0.15507351056202978
bulunduğunu,-0.15534848000042878
devlet,-0.15548644759634822
olmakla,-0.1558046079646367
görevden,-0.15586733141307363
kullandığı,-0.1560205428075978
çocukların,-0.1562322204937292
suretle,-0.15630441333234835
kişilere,-0.15646252447993803
00,-0.15671042078172182
bildirilen,-0.15674039057060263
kaldı,-0.1570346465199215
durumda,-0.15715020521509793
binanın,-0.15730804817116173
94,-0.15763787651030903
an,-0.1577925055858298
44,-0.1580841134435893
hakkından,-0.15816952145298657
üçüncü komisyonunca,-0.15827513252665604
mükerrer,-0.1586555870890578
böyle,-0.1588203705711564
maddesindeki,-0.1588739859724626
toplanan,-0.15921746480478838
reddedilmiş,-0.1592706441720111
5233,-0.15949246371815917
lu tipi,-0.159610540995887
hasan,-0.16008668718572494
istenen,-0.16015373489081064
tarihleri arasında,-0.16027345191092657
ayrı,-0.16051451986597964
onun,-0.1608447660945167
tarım,-0.16088297567519838
talepte,-0.16089581619669246
bilirkişi raporunda,-0.1608986037416429
komisyonunca,-0.1614019179265922
dairesine,-0.16156383170137012
sonrası,-0.16163849238839134
bilirkişi,-0.16198812991058098
doğrudan,-0.16207239856475653
kararın gerekçesinin,-0.162316155117038
duruşmada,-0.1624064866558701
arasında,-0.16245704274776074
vb,-0.1629684203289763
gerektiğinde,-0.16314417385477142
kenar,-0.1633200811701574
infaz,-0.16339262386284226
daha fazla,-0.16376096969007392
tutanaklar,-0.16378676547086002
yedinci,-0.16385533723577161
yeniden yargılama,-0.164216297044657
olayların,-0.16436367067956326
sağlık bakanlığı,-0.16441524198399193
bulunmadığından,-0.16443156263186687
tutukluların,-0.164561759035184
para cezasına,-0.16456273187214698
hakkaniyete uygun,-0.16469197120018997
ek no,-0.16469783400029314
hattı,-0.1649487038467452
tck nın,-0.1649755538877411
dinlenen,-0.1650370319366914
almaktadır,-0.16524296134834415
nın maddesi,-0.16531321440832158
nda,-0.16541624445918046
hallerde,-0.1657914405020282
kamuya,-0.16587865810972957
kısmen tamamen,-0.16588791528100444
şeklindeki,-0.16597865279951485
karşılığı,-0.16620126853619865
hazine,-0.1662731051998989
18 2012,-0.16629824887292166
bunları,-0.16641391000395522
olsun,-0.16669536271215613
içeren,-0.16675218292044214
geçici maddesi,-0.1667590605575171
otuz gün,-0.16682488716921107
1994,-0.16682971837993144
işyerinin,-0.1671656455702326
tespit edilmiş,-0.16734049275788898
işlemine,-0.16763012307745306
kişileri,-0.16811169925694003
şartları,-0.16859053310878558
zarara,-0.168672135718813
gk no,-0.1687059172912999
iddiasını,-0.1688297091253581
en az,-0.16886864433158166
gk,-0.1689481700454758
grup,-0.16896126121640265
yayımlanarak,-0.16951421782779086
beyanda,-0.169737132933502
kaldığını,-0.16974166247461575
etki,-0.1699289099821648
deniz,-0.17011210273252786
maddesinde alan,-0.1704132328074941
kesinleştiği,-0.17074724429743782
menfaat,-0.17081605872376748
beyanında,-0.17087416748407946
yetkileri,-0.1709162232279855
ettiğine,-0.17098671598035686
itibaren on,-0.17131975569022373
çalıştığı,-0.1714524558093249
devamı,-0.1716375180092129
belirtmektedir,-0.1716585855831383
biri,-0.17186331443503278
verilen,-0.17193011660421664
alındığı,-0.17225298485137586
stihbarat,-0.172400511283481
kamu davasının,-0.17261115922836012
kimsenin,-0.17276663602122078
durdurulması,-0.17283960449506708
kusurunun,-0.1728606884166375
sebebinin,-0.1729471292220346
internet sitesinde,-0.17302999411157494
olduğundan,-0.17306467223149546
geçen,-0.17317631622838725
hâl,-0.17397488689161378
husus,-0.17397645993639088
sadece,-0.1740549596201948
hareketi,-0.1744644099734458
ettiği,-0.17459624673025598
dışında,-0.17467526963883806
yönelik,-0.17544491117253447
arasındaki,-0.175513673424323
kullanan,-0.17563650855066015
zamanaşımı,-0.17601628442093187
yıldır,-0.17604289985618138
davaya konu,-0.1766969746935132
işlemler,-0.1766982526462506
kendisinin,-0.1767227612630613
internet,-0.17679607935462371
kimse,-0.17692344534484405
sanıklar,-0.1771393247774391
tıp fakültesi,-0.17721817935378503
açılan kamu,-0.17724764666636972
eğitim,-0.1772969451201476
yurt dışına,-0.17743795578779853
başka,-0.17771833789190072
temyiz edilmesi,-0.17782024990951584
kuruluş,-0.1778427893759229
edilip,-0.17798422218880106
dare,-0.17813176704557154
